antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
The Italian Capocollo Pizza,The Barbecue Chicken Pizza,0.06463700234192038,0.10646370023419204,0.008056206088992974,0.12463768115942028,1.1707058921045417,1.0,0.0011747116476259947,1.0207616669510058,0.15589081296363147,0.04941108876759551,0.020339387364555386,0.10015430032454076
The Barbecue Chicken Pizza,The Italian Capocollo Pizza,0.10646370023419204,0.06463700234192038,0.008056206088992974,0.07567091948966125,1.1707058921045417,1.0,0.0011747116476259947,1.0119372173616443,0.16318810792492114,0.04941108876759551,0.011796401156948797,0.10015430032454076
The Barbecue Chicken Pizza,The Italian Supreme Pizza,0.10646370023419204,0.08388758782201405,0.009227166276346604,0.08666959964804223,1.0331635692270806,1.0,0.0002961832730942419,1.003046008131292,0.03592361067317624,0.05094388414791828,0.003036758141300761,0.09833200808756104
The Italian Supreme Pizza,The Barbecue Chicken Pizza,0.08388758782201405,0.10646370023419204,0.009227166276346604,0.10999441652707984,1.0331635692270809,1.0,0.0002961832730942419,1.0039670720706162,0.03503833124455152,0.05094388414791828,0.00395139659554199,0.09833200808756104
The Barbecue Chicken Pizza,The Italian Vegetables Pizza,0.10646370023419204,0.04459016393442623,0.0055269320843091335,0.05191377034755829,1.1642426438239175,1.0,0.0007796982378008984,1.0077246205925983,0.15788112937488838,0.03797875764402961,0.007665408222392856,0.08793167508974553
The Italian Vegetables Pizza,The Barbecue Chicken Pizza,0.04459016393442623,0.10646370023419204,0.0055269320843091335,0.12394957983193276,1.1642426438239175,1.0,0.0007796982378008984,1.0199599009317137,0.14765654991100824,0.03797875764402961,0.019569299649408425,0.08793167508974553
The Mediterranean Pizza,The Barbecue Chicken Pizza,0.04271662763466042,0.10646370023419204,0.005011709601873537,0.11732456140350878,1.102014688061994,1.0,0.0004639393623614464,1.0123044787408906,0.09670185553207211,0.03476283300844704,0.012154918800907502,0.08219945624068972
The Barbecue Chicken Pizza,The Mediterranean Pizza,0.10646370023419204,0.04271662763466042,0.005011709601873537,0.04707435107787066,1.102014688061994,1.0,0.0004639393623614464,1.0045729941765544,0.10360080323764165,0.03476283300844704,0.004552177097198289,0.08219945624068972
The Mexicana Pizza,The Barbecue Chicken Pizza,0.06679156908665106,0.10646370023419204,0.00819672131147541,0.12272089761570827,1.152701787987405,1.0,0.0010858437220628648,1.0185313856643023,0.14195428341985264,0.0496594778660613,0.01819422152829961,0.09985582936218762
The Barbecue Chicken Pizza,The Mexicana Pizza,0.10646370023419204,0.06679156908665106,0.00819672131147541,0.07699076110866697,1.152701787987405,1.0,0.0010858437220628648,1.0110499349218505,0.14825691371060143,0.0496594778660613,0.01092916832312988,0.09985582936218762
The Barbecue Chicken Pizza,The Napolitana Pizza,0.10646370023419204,0.06655737704918033,0.0069320843091334895,0.06511218653761548,0.9782865465011193,1.0,-0.00015386032940453796,0.9984541562198651,-0.024237877000714354,0.041737168640721946,-0.0015482371128460756,0.08463209608372682
The Napolitana Pizza,The Barbecue Chicken Pizza,0.06655737704918033,0.10646370023419204,0.0069320843091334895,0.10415200562983815,0.9782865465011195,1.0,-0.00015386032940453796,0.9974195459286828,-0.02322573167197914,0.041737168640721946,-0.00258713004156605,0.08463209608372682
The Pepper Salami Pizza,The Barbecue Chicken Pizza,0.06477751756440281,0.10646370023419204,0.006557377049180328,0.1012292118582791,0.9508331162227271,1.0,-0.0003390771627113619,0.9941759473661403,-0.05239396475655929,0.03981797497155859,-0.005858170929692361,0.08141091037260634
The Barbecue Chicken Pizza,The Pepper Salami Pizza,0.10646370023419204,0.06477751756440281,0.006557377049180328,0.06159260888693357,0.9508331162227271,1.0,-0.0003390771627113619,0.9966060490277133,-0.054704585892170726,0.03981797497155859,-0.003405509103218725,0.08141091037260634
The Pepperoni Pizza,The Barbecue Chicken Pizza,0.10669789227166276,0.10646370023419204,0.012599531615925058,0.11808604038630377,1.109167163329338,1.0,0.0012400791974946385,1.013178541994281,0.11017845113644868,0.06282111163007939,0.013007127024562852,0.11821591944524162
The Barbecue Chicken Pizza,The Pepperoni Pizza,0.10646370023419204,0.10669789227166276,0.012599531615925058,0.11834579850417949,1.109167163329338,1.0,0.0012400791974946385,1.013211422588079,0.1101495738362609,0.06282111163007939,0.013039156777696737,0.11821591944524162
The Barbecue Chicken Pizza,"The Pepperoni, Mushroom, and Peppers Pizza",0.10646370023419204,0.06163934426229508,0.007353629976580797,0.06907171139463265,1.1205782965618596,1.0,0.0007912773064076483,1.007983823483839,0.12042446818775679,0.04574592074592075,0.007920586916013137,0.094186311624368
"The Pepperoni, Mushroom, and Peppers Pizza",The Barbecue Chicken Pizza,0.06163934426229508,0.10646370023419204,0.007353629976580797,0.11930091185410335,1.1205782965618596,1.0,0.0007912773064076483,1.0145761609075092,0.11467193668852133,0.04574592074592075,0.014366748864344846,0.094186311624368
The Barbecue Chicken Pizza,The Prosciutto and Arugula Pizza,0.10646370023419204,0.06548009367681498,0.007868852459016393,0.07391113066432028,1.128757252992302,1.0,0.0008975993945011494,1.009103917849216,0.12766120758729665,0.047958892377961755,0.009021784266401274,0.0970414022420314
The Prosciutto and Arugula Pizza,The Barbecue Chicken Pizza,0.06548009367681498,0.10646370023419204,0.007868852459016393,0.1201716738197425,1.128757252992302,1.0,0.0008975993945011494,1.015580282172845,0.1220625930805362,0.047958892377961755,0.015341260997615059,0.0970414022420314
The Barbecue Chicken Pizza,The Sicilian Pizza,0.10646370023419204,0.08524590163934426,0.009695550351288057,0.09106907171139464,1.0683102643067448,1.0,0.0006199562329634901,1.0064066145081174,0.07156099397838266,0.05326814204837879,0.006365831082348984,0.1024026677238292
The Sicilian Pizza,The Barbecue Chicken Pizza,0.08524590163934426,0.10646370023419204,0.009695550351288057,0.11373626373626375,1.0683102643067448,1.0,0.0006199562329634901,1.0082058683036395,0.06990113067719438,0.05326814204837879,0.008139080084354515,0.1024026677238292
The Southwest Chicken Pizza,The Barbecue Chicken Pizza,0.08548009367681499,0.10646370023419204,0.010023419203747073,0.11726027397260275,1.1014108443973025,1.0,0.0009228921345479889,1.012230755476474,0.1006796941376382,0.05509783728115346,0.01208297160533987,0.10570448806417204
The Barbecue Chicken Pizza,The Southwest Chicken Pizza,0.10646370023419204,0.08548009367681499,0.010023419203747073,0.09414870215574132,1.1014108443973025,1.0,0.0009228921345479889,1.0095695711863037,0.10304403355021156,0.05509783728115346,0.009478862536495635,0.10570448806417204
The Spicy Italian Pizza,The Barbecue Chicken Pizza,0.08533957845433256,0.10646370023419204,0.009461358313817331,0.11086717892425905,1.0413613154566348,1.0,0.00037579101514295665,1.0049525544279643,0.04342431887596798,0.051888004109940926,0.004928147509195936,0.09986825730198876
The Barbecue Chicken Pizza,The Spicy Italian Pizza,0.10646370023419204,0.08533957845433256,0.009461358313817331,0.08886933567971844,1.0413613154566348,1.0,0.00037579101514295665,1.0038740406437963,0.04445091466215353,0.051888004109940926,0.0038590903708515287,0.09986825730198876
The Spinach Pesto Pizza,The Barbecue Chicken Pizza,0.04426229508196721,0.10646370023419204,0.005245901639344262,0.11851851851851852,1.1132293754379106,1.0,0.0005335739240603524,1.0136756341881015,0.10642305807400147,0.03605924018029621,0.013491134369679221,0.0838963028140327
The Barbecue Chicken Pizza,The Spinach Pesto Pizza,0.10646370023419204,0.04426229508196721,0.005245901639344262,0.04927408710954686,1.1132293754379106,1.0,0.0005335739240603524,1.0052715424704712,0.11383144624416837,0.03605924018029621,0.005243899034002719,0.0838963028140327
The Barbecue Chicken Pizza,The Spinach and Feta Pizza,0.10646370023419204,0.06566744730679157,0.008103044496487119,0.07611086669599648,1.1590349528955242,1.0,0.00111184507127226,1.0113037582246014,0.15356203229928234,0.049400342661336374,0.011177411467792506,0.09975300824100822
The Spinach and Feta Pizza,The Barbecue Chicken Pizza,0.06566744730679157,0.10646370023419204,0.008103044496487119,0.12339514978601997,1.1590349528955242,1.0,0.00111184507127226,1.0193148024993188,0.14685697263752803,0.049400342661336374,0.018948809977015587,0.09975300824100822
The Barbecue Chicken Pizza,The Thai Chicken Pizza,0.10646370023419204,0.10421545667447307,0.011241217798594848,0.10558732952045755,1.0131638136007948,1.0,0.00014605465943431928,1.0015338253708426,0.014540851985811886,0.05636449037106622,0.001531476353556523,0.1067262490298917
The Thai Chicken Pizza,The Barbecue Chicken Pizza,0.10421545667447307,0.10646370023419204,0.011241217798594848,0.10786516853932583,1.0131638136007948,1.0,0.00014605465943431928,1.001570915354621,0.014504357298474945,0.05636449037106622,0.0015684514501549797,0.1067262490298917
The Barbecue Chicken Pizza,The Vegetables + Vegetables Pizza,0.10646370023419204,0.06852459016393443,0.007306791569086651,0.0686317641882974,1.0015640228435745,1.0,1.1410143202671835e-05,1.0001150715906364,0.0017476408025236063,0.043575418994413403,0.00011505835068886417,0.0876309880408336
The Vegetables + Vegetables Pizza,The Barbecue Chicken Pizza,0.06852459016393443,0.10646370023419204,0.007306791569086651,0.10663021189336978,1.0015640228435745,1.0,1.1410143202671835e-05,1.0001863860423694,0.0016764591738192205,0.043575418994413403,0.0001863513090865925,0.0876309880408336
The California Chicken Pizza,The Big Meat Pizza,0.102903981264637,0.08482435597189696,0.009227166276346604,0.08966772872098316,1.0570988449436722,1.0,0.0004984023386296194,1.0053204449648712,0.0602105778713278,0.05169246916819732,0.005292287639745665,0.09922370422796811
The Big Meat Pizza,The California Chicken Pizza,0.08482435597189696,0.102903981264637,0.009227166276346604,0.10877967973495306,1.0570988449436722,1.0,0.0004984023386296194,1.0065928686057883,0.05902109616508222,0.05169246916819732,0.006549687377499501,0.09922370422796811
The Classic Deluxe Pizza,The Big Meat Pizza,0.10908665105386417,0.08482435597189696,0.009227166276346604,0.0845856590811507,0.9971859864067187,1.0,-2.603864442847839e-05,0.9997392471582794,-0.003157483653923429,0.04996195790007608,-0.00026082085149866735,0.09668266940805188
The Big Meat Pizza,The Classic Deluxe Pizza,0.08482435597189696,0.10908665105386417,0.009227166276346604,0.10877967973495306,0.9971859864067187,1.0,-2.603864442847839e-05,0.9996555606824362,-0.0030740326729606572,0.04996195790007608,-0.00034455799688513624,0.09668266940805188
The Big Meat Pizza,The Five Cheese Pizza,0.08482435597189696,0.06365339578454332,0.00585480093676815,0.06902263942573164,1.084351252199684,1.0,0.0004554426339200028,1.0057673192373617,0.08499964174215689,0.04105090311986864,0.005734247998567888,0.08050101802044493
The Five Cheese Pizza,The Big Meat Pizza,0.06365339578454332,0.08482435597189696,0.00585480093676815,0.09197939661515822,1.084351252199684,1.0,0.0004554426339200028,1.0078798219077731,0.08307778500325164,0.04105090311986864,0.007818215759948207,0.08050101802044493
The Big Meat Pizza,The Four Cheese Pizza,0.08482435597189696,0.08473067915690867,0.008056206088992974,0.09497515184980673,1.1209062973982165,1.0,0.0008689807984467637,1.0113195485337636,0.11786236709645705,0.04988399071925754,0.011192850519081605,0.09502765331572702
The Four Cheese Pizza,The Big Meat Pizza,0.08473067915690867,0.08482435597189696,0.008056206088992974,0.09508015478164732,1.1209062973982165,1.0,0.0008689807984467637,1.0113333781593392,0.11785030401195815,0.04988399071925754,0.01120637210646247,0.09502765331572702
The Big Meat Pizza,The Greek Pizza,0.08482435597189696,0.06374707259953162,0.005573770491803279,0.06570955273329653,1.030785415764791,1.0,0.00016646611345425,1.00210050326374,0.03263414992897199,0.038978054372748115,0.0020961003980129425,0.07657263088538449
The Greek Pizza,The Big Meat Pizza,0.06374707259953162,0.08482435597189696,0.005573770491803279,0.08743570903747244,1.030785415764791,1.0,0.00016646611345425,1.0028615551708924,0.03189947748572634,0.038978054372748115,0.002853390037874847,0.07657263088538449
The Hawaiian Pizza,The Big Meat Pizza,0.10679156908665105,0.08482435597189696,0.009648711943793912,0.09035087719298247,1.065152527923896,1.0,0.0005901858727903973,1.0060754428081364,0.06848045779219146,0.05302445302445302,0.006038754699328307,0.10205009348329411
The Big Meat Pizza,The Hawaiian Pizza,0.08482435597189696,0.10679156908665105,0.009648711943793912,0.11374930977360576,1.065152527923896,1.0,0.0005901858727903973,1.0078507591178039,0.06683670249742012,0.05302445302445302,0.0077896048068423155,0.10205009348329411
The Italian Capocollo Pizza,The Big Meat Pizza,0.06463700234192038,0.08482435597189696,0.006651053864168618,0.10289855072463767,1.2130778895477716,1.0,0.0011682617685612271,1.0201473253301956,0.1877887253415334,0.046572646769432596,0.019749427195404796,0.09065413455613441
The Big Meat Pizza,The Italian Capocollo Pizza,0.08482435597189696,0.06463700234192038,0.006651053864168618,0.07840971838763114,1.2130778895477714,1.0,0.0011682617685612271,1.0149445109399533,0.191931053025765,0.046572646769432596,0.014724461070401838,0.09065413455613441
The Big Meat Pizza,The Italian Supreme Pizza,0.08482435597189696,0.08388758782201405,0.007822014051522249,0.09221424627277748,1.0992597196671128,1.0,0.0007063034404839602,1.009172492977088,0.09866617141886959,0.04861717612809316,0.009089123059655358,0.09272912201969416
The Italian Supreme Pizza,The Big Meat Pizza,0.08388758782201405,0.08482435597189696,0.007822014051522249,0.09324399776661084,1.0992597196671128,1.0,0.0007063034404839602,1.009285454713259,0.098565280605005,0.04861717612809316,0.009200028267421128,0.09272912201969416
The Mexicana Pizza,The Big Meat Pizza,0.06679156908665106,0.08482435597189696,0.005901639344262295,0.08835904628330996,1.0416707002477457,1.0,0.000236087512134657,1.0038772833723653,0.04286686233082527,0.040501446480231434,0.0038623081093539864,0.07896693341222372
The Big Meat Pizza,The Mexicana Pizza,0.08482435597189696,0.06679156908665106,0.005901639344262295,0.06957482054113749,1.0416707002477457,1.0,0.000236087512134657,1.0029913758955935,0.043711518761418836,0.040501446480231434,0.002982454253828819,0.07896693341222372
The Big Meat Pizza,The Napolitana Pizza,0.08482435597189696,0.06655737704918033,0.006042154566744731,0.07123136388735506,1.0702249254011473,1.0,0.0003964679233692944,1.00503245550769,0.0716987809314784,0.04157267160812118,0.005007256711075842,0.08100625196478942
The Napolitana Pizza,The Big Meat Pizza,0.06655737704918033,0.08482435597189696,0.006042154566744731,0.09078114004222379,1.0702249254011473,1.0,0.0003964679233692944,1.0065515403745622,0.07029567367254536,0.04157267160812118,0.006508897072597263,0.08100625196478942
The Pepperoni Pizza,The Big Meat Pizza,0.10669789227166276,0.08482435597189696,0.010070257611241218,0.09438103599648814,1.112664339329112,1.0,0.0010196776157385835,1.0105526500707798,0.11335063212111764,0.0554981930820857,0.010442454502534514,0.10654998790437328
The Big Meat Pizza,The Pepperoni Pizza,0.08482435597189696,0.10669789227166276,0.010070257611241218,0.11871893981225842,1.112664339329112,1.0,0.0010196776157385835,1.0136404242456258,0.11064144817104025,0.0554981930820857,0.0134568668724684,0.10654998790437328
The Big Meat Pizza,"The Pepperoni, Mushroom, and Peppers Pizza",0.08482435597189696,0.06163934426229508,0.005245901639344262,0.06184428492545555,1.0033248352268056,1.0,1.7383959765040168e-05,1.0002184505832745,0.003620963201801535,0.037147595356550586,0.0002184028730396361,0.07347533395208948
"The Pepperoni, Mushroom, and Peppers Pizza",The Big Meat Pizza,0.06163934426229508,0.08482435597189696,0.005245901639344262,0.0851063829787234,1.0033248352268054,1.0,1.7383959765040168e-05,1.000308262077229,0.0035314964560247677,0.037147595356550586,0.0003081670810043825,0.07347533395208948
The Big Meat Pizza,The Prosciutto and Arugula Pizza,0.08482435597189696,0.06548009367681498,0.0051990632318501175,0.0612921038100497,0.9360417856541926,1.0,-0.00035524354326519573,0.9955385590301694,-0.06947442397469994,0.03582956746287929,-0.004481434625874034,0.0703456227204755
The Prosciutto and Arugula Pizza,The Big Meat Pizza,0.06548009367681498,0.08482435597189696,0.0051990632318501175,0.0793991416309013,0.9360417856541925,1.0,-0.00035524354326519573,0.9941068767298276,-0.0681343095177984,0.03582956746287929,-0.005928058046996127,0.0703456227204755
The Big Meat Pizza,The Sicilian Pizza,0.08482435597189696,0.08524590163934426,0.008899297423887589,0.10491441192711211,1.2307267552988153,1.0,0.0016683687180865372,1.0219738878045328,0.20484806365676222,0.05521650682941006,0.02150141805652041,0.10465500816135825
The Sicilian Pizza,The Big Meat Pizza,0.08524590163934426,0.08482435597189696,0.008899297423887589,0.10439560439560441,1.230726755298815,1.0,0.0016683687180865372,1.021852559589661,0.20494246368609714,0.05521650682941006,0.021385237414716936,0.10465500816135825
The Southwest Chicken Pizza,The Big Meat Pizza,0.08548009367681499,0.08482435597189696,0.00800936768149883,0.0936986301369863,1.1046194110572378,1.0,0.0007585737869455766,1.0097917474917097,0.1035634326961236,0.04935064935064935,0.009696798885544682,0.09406080043569359
The Big Meat Pizza,The Southwest Chicken Pizza,0.08482435597189696,0.08548009367681499,0.00800936768149883,0.09442297073440088,1.1046194110572378,1.0,0.0007585737869455766,1.0098753355800536,0.10348922787204122,0.04935064935064935,0.009778766974620174,0.09406080043569359
The Spicy Italian Pizza,The Big Meat Pizza,0.08533957845433256,0.08482435597189696,0.007728337236533958,0.09055982436882547,1.067615820140488,1.0,0.0004894624552320261,1.0063065922867855,0.06924261045522831,0.04757785467128028,0.00626706844129299,0.09083485420539561
The Big Meat Pizza,The Spicy Italian Pizza,0.08482435597189696,0.08533957845433256,0.007728337236533958,0.09110988404196577,1.067615820140488,1.0,0.0004894624552320261,1.0063487384077787,0.06920362848506567,0.04757785467128028,0.006308686209338848,0.09083485420539561
The Big Meat Pizza,The Spinach and Feta Pizza,0.08482435597189696,0.06566744730679157,0.005292740046838408,0.06239646604086141,0.9501886947021334,1.0,-0.0002774588792786659,0.9965113385909308,-0.05417800622778035,0.03645161290322581,-0.003500874775797518,0.07149780506037365
The Spinach and Feta Pizza,The Big Meat Pizza,0.06566744730679157,0.08482435597189696,0.005292740046838408,0.08059914407988589,0.9501886947021334,1.0,-0.0002774588792786659,0.9954043855138871,-0.053126191928407715,0.03645161290322581,-0.00461683166459063,0.07149780506037365
The Big Meat Pizza,The Thai Chicken Pizza,0.08482435597189696,0.10421545667447307,0.010398126463700235,0.1225842076200994,1.1762574528939875,1.0,0.0015581174689709258,1.0209350585037944,0.16373466972269363,0.058206607236497114,0.020505769029496582,0.1111797442594879
The Thai Chicken Pizza,The Big Meat Pizza,0.10421545667447307,0.08482435597189696,0.010398126463700235,0.09977528089887641,1.1762574528939875,1.0,0.0015581174689709258,1.0166079919932747,0.16727904374963193,0.058206607236497114,0.016336672664466523,0.1111797442594879
The Big Meat Pizza,The Vegetables + Vegetables Pizza,0.08482435597189696,0.06852459016393443,0.006510538641686183,0.07675317504141359,1.1200822195038824,1.0,0.00069798441279226,1.0089126598164562,0.11714515996599309,0.04433811802232855,0.008833926038828379,0.08588171397320166
The Vegetables + Vegetables Pizza,The Big Meat Pizza,0.06852459016393443,0.08482435597189696,0.006510538641686183,0.09501025290498974,1.1200822195038824,1.0,0.00069798441279226,1.011255262245555,0.11509525220372802,0.04433811802232855,0.011129991274964477,0.08588171397320166
The Classic Deluxe Pizza,The Calabrese Pizza,0.10908665105386417,0.042997658079625294,0.0051990632318501175,0.04765993988836411,1.1084310638524768,1.0,0.0005085927087846694,1.004895606101241,0.10980182643081542,0.03539540816326531,0.0048717559033170385,0.08428748628405135
The Calabrese Pizza,The Classic Deluxe Pizza,0.042997658079625294,0.10908665105386417,0.0051990632318501175,0.12091503267973858,1.1084310638524768,1.0,0.0005085927087846694,1.0134553337454184,0.10221909458401235,0.03539540816326531,0.013276691431177046,0.08428748628405135
The Pepperoni Pizza,The Calabrese Pizza,0.10669789227166276,0.042997658079625294,0.0051990632318501175,0.04872695346795435,1.133246684684995,1.0,0.0006113037421364683,1.0060227664488295,0.13162354888445504,0.035980551053484605,0.0059867098933450175,0.08482099307384647
The Calabrese Pizza,The Pepperoni Pizza,0.042997658079625294,0.10669789227166276,0.0051990632318501175,0.12091503267973858,1.133246684684995,1.0,0.0006113037421364683,1.0161726578619747,0.12286238862198155,0.035980551053484605,0.01591526571478705,0.08482099307384647
The Thai Chicken Pizza,The Calabrese Pizza,0.10421545667447307,0.042997658079625294,0.005105386416861827,0.048988764044943824,1.1393356343785954,1.0,0.0006243658441608306,1.006299721537256,0.13652335551957795,0.03592617007251154,0.006260283494496408,0.08386257374360481
The Calabrese Pizza,The Thai Chicken Pizza,0.042997658079625294,0.10421545667447307,0.005105386416861827,0.11873638344226581,1.1393356343785954,1.0,0.0006243658441608306,1.016477392797075,0.12779019059866525,0.03592617007251154,0.016210289489797382,0.08386257374360481
The California Chicken Pizza,The Chicken Alfredo Pizza,0.102903981264637,0.045292740046838406,0.005152224824355972,0.05006827492034593,1.1054370936394886,1.0,0.0004914215511520386,1.0050272401136062,0.10632134533873171,0.036018336607727575,0.005002093389068615,0.08191107644672932
The Chicken Alfredo Pizza,The California Chicken Pizza,0.045292740046838406,0.102903981264637,0.005152224824355972,0.11375387797311272,1.1054370936394886,1.0,0.0004914215511520386,1.0122425322253163,0.09990544705257952,0.036018336607727575,0.012094465343599259,0.08191107644672932
The California Chicken Pizza,The Chicken Pesto Pizza,0.102903981264637,0.043934426229508196,0.0051990632318501175,0.05052344105598544,1.149973844931012,1.0,0.0006780358582562295,1.006939628750609,0.14537463375765478,0.03670634920634921,0.006891802201905211,0.08443016402479443
The Chicken Pesto Pizza,The California Chicken Pizza,0.043934426229508196,0.102903981264637,0.0051990632318501175,0.11833688699360342,1.149973844931012,1.0,0.0006780358582562295,1.017504311455587,0.1364080129512229,0.03670634920634921,0.017203181606716085,0.08443016402479443
The California Chicken Pizza,The Classic Deluxe Pizza,0.102903981264637,0.10908665105386417,0.01152224824355972,0.11197086936731908,1.026439699867867,1.0,0.00029679754729088764,1.0032478870500565,0.028713368896337244,0.057476635514018694,0.0032373724300647864,0.10879780050590085
The Classic Deluxe Pizza,The California Chicken Pizza,0.10908665105386417,0.102903981264637,0.01152224824355972,0.10562473164448262,1.026439699867867,1.0,0.00029679754729088764,1.0030420679955163,0.028912631011594934,0.057476635514018694,0.0030328418842846556,0.10879780050590085
The California Chicken Pizza,The Five Cheese Pizza,0.102903981264637,0.06365339578454332,0.006416861826697893,0.06235776058261266,0.9796454661065345,1.0,-0.00013332602054527687,0.9986181987676497,-0.022636507005908024,0.04007019596373209,-0.001383713249023043,0.08158358963641303
The Five Cheese Pizza,The California Chicken Pizza,0.06365339578454332,0.102903981264637,0.006416861826697893,0.10080941869021341,0.9796454661065346,1.0,-0.00013332602054527687,0.9976706133071673,-0.021708209205797906,0.04007019596373209,-0.0023348254040590805,0.08158358963641303
The California Chicken Pizza,The Four Cheese Pizza,0.102903981264637,0.08473067915690867,0.008665105386416861,0.08420573509330906,0.9938045573477879,1.0,-5.401883408563679e-05,0.9994267882168348,-0.006901204284391438,0.04841664485736717,-0.0005735405433627602,0.09323609032166835
The Four Cheese Pizza,The California Chicken Pizza,0.08473067915690867,0.102903981264637,0.008665105386416861,0.10226644555002763,0.9938045573477879,1.0,-5.401883408563679e-05,0.9992898386036155,-0.0067651031346471135,0.04841664485736717,-0.0007106660840030266,0.09323609032166835
